variable,description
h32w_5,NA - Fever/cough: CS other sector
h32w_6,NA - Fever/cough: CS other sector
h32x_1,Fever/cough: other
h32x_2,Fever/cough: other
h32x_3,Fever/cough: other
h32x_4,Fever/cough: other
h32x_5,Fever/cough: other
h32x_6,Fever/cough: other
h32y_1,Fever/cough: no treatment
h32y_2,Fever/cough: no treatment
h32y_3,Fever/cough: no treatment
h32y_4,Fever/cough: no treatment
h32y_5,Fever/cough: no treatment
h32y_6,Fever/cough: no treatment
h32z_1,Fever/cough: medical treatment
h32z_2,Fever/cough: medical treatment
h32z_3,Fever/cough: medical treatment
h32z_4,Fever/cough: medical treatment
h32z_5,Fever/cough: medical treatment
h32z_6,Fever/cough: medical treatment
h33_1,Received Vitamin A1 (most recent)
h33_2,Received Vitamin A1 (most recent)
h33_3,Received Vitamin A1 (most recent)
h33_4,Received Vitamin A1 (most recent)
h33_5,Received Vitamin A1 (most recent)
h33_6,Received Vitamin A1 (most recent)
h33d_1,Vitamin A1 day
h33d_2,Vitamin A1 day
h33d_3,Vitamin A1 day
h33d_4,Vitamin A1 day
h33d_5,Vitamin A1 day
h33d_6,Vitamin A1 day
h33m_1,Vitamin A1 month
h33m_2,Vitamin A1 month
h33m_3,Vitamin A1 month
h33m_4,Vitamin A1 month
h33m_5,Vitamin A1 month
h33m_6,Vitamin A1 month
h33y_1,Vitamin A1 year
h33y_2,Vitamin A1 year
h33y_3,Vitamin A1 year
h33y_4,Vitamin A1 year
h33y_5,Vitamin A1 year
h33y_6,Vitamin A1 year
h34_1,Vitamin A in last 6 months
h34_2,Vitamin A in last 6 months
h34_3,Vitamin A in last 6 months
h34_4,Vitamin A in last 6 months
h34_5,Vitamin A in last 6 months
h34_6,Vitamin A in last 6 months
h35_1,NA - Any vaccinations in last 2 years part of campaign
h35_2,NA - Any vaccinations in last 2 years part of campaign
h35_3,NA - Any vaccinations in last 2 years part of campaign
h35_4,NA - Any vaccinations in last 2 years part of campaign
h35_5,NA - Any vaccinations in last 2 years part of campaign
h35_6,NA - Any vaccinations in last 2 years part of campaign
h36a_1,NA - Vaccinated during Campaign A
h36a_2,NA - Vaccinated during Campaign A
h36a_3,NA - Vaccinated during Campaign A
h36a_4,NA - Vaccinated during Campaign A
h36a_5,NA - Vaccinated during Campaign A
h36a_6,NA - Vaccinated during Campaign A
h36b_1,NA - Vaccinated during Campaign B
h36b_2,NA - Vaccinated during Campaign B
h36b_3,NA - Vaccinated during Campaign B
h36b_4,NA - Vaccinated during Campaign B
h36b_5,NA - Vaccinated during Campaign B
h36b_6,NA - Vaccinated during Campaign B
h36c_1,NA - Vaccinated during Campaign C
h36c_2,NA - Vaccinated during Campaign C
h36c_3,NA - Vaccinated during Campaign C
h36c_4,NA - Vaccinated during Campaign C
h36c_5,NA - Vaccinated during Campaign C
h36c_6,NA - Vaccinated during Campaign C
h36d_1,NA - Vaccinated during Campaign D
h36d_2,NA - Vaccinated during Campaign D
h36d_3,NA - Vaccinated during Campaign D
h36d_4,NA - Vaccinated during Campaign D
h36d_5,NA - Vaccinated during Campaign D
h36d_6,NA - Vaccinated during Campaign D
h36e_1,NA - Vaccinated during Campaign E
h36e_2,NA - Vaccinated during Campaign E
h36e_3,NA - Vaccinated during Campaign E
h36e_4,NA - Vaccinated during Campaign E
h36e_5,NA - Vaccinated during Campaign E
h36e_6,NA - Vaccinated during Campaign E
h36f_1,NA - Vaccinated during Campaign F
h36f_2,NA - Vaccinated during Campaign F
h36f_3,NA - Vaccinated during Campaign F
h36f_4,NA - Vaccinated during Campaign F
h36f_5,NA - Vaccinated during Campaign F
h36f_6,NA - Vaccinated during Campaign F
h37a_1,NA - SP/Fansidar taken for fever/cough
h37a_2,NA - SP/Fansidar taken for fever/cough
h37a_3,NA - SP/Fansidar taken for fever/cough
h37a_4,NA - SP/Fansidar taken for fever/cough
h37a_5,NA - SP/Fansidar taken for fever/cough
h37a_6,NA - SP/Fansidar taken for fever/cough
h37b_1,NA - Chloroquine taken for fever/cough
h37b_2,NA - Chloroquine taken for fever/cough
h37b_3,NA - Chloroquine taken for fever/cough
h37b_4,NA - Chloroquine taken for fever/cough
h37b_5,NA - Chloroquine taken for fever/cough
h37b_6,NA - Chloroquine taken for fever/cough
h37c_1,NA - Amodiaquine taken for fever/cough
h37c_2,NA - Amodiaquine taken for fever/cough
h37c_3,NA - Amodiaquine taken for fever/cough
h37c_4,NA - Amodiaquine taken for fever/cough
h37c_5,NA - Amodiaquine taken for fever/cough
h37c_6,NA - Amodiaquine taken for fever/cough
h37d_1,NA - Quinine taken for fever/cough
h37d_2,NA - Quinine taken for fever/cough
h37d_3,NA - Quinine taken for fever/cough
h37d_4,NA - Quinine taken for fever/cough
h37d_5,NA - Quinine taken for fever/cough
h37d_6,NA - Quinine taken for fever/cough
h37e_1,NA - Combination with artemisinin taken for fever/cough
h37e_2,NA - Combination with artemisinin taken for fever/cough
h37e_3,NA - Combination with artemisinin taken for fever/cough
h37e_4,NA - Combination with artemisinin taken for fever/cough
h37e_5,NA - Combination with artemisinin taken for fever/cough
h37e_6,NA - Combination with artemisinin taken for fever/cough
h37f_1,NA - CS antimalarial taken for fever/cough
h37f_2,NA - CS antimalarial taken for fever/cough
h37f_3,NA - CS antimalarial taken for fever/cough
h37f_4,NA - CS antimalarial taken for fever/cough
h37f_5,NA - CS antimalarial taken for fever/cough
h37f_6,NA - CS antimalarial taken for fever/cough
h37g_1,NA - CS antimalarial taken for fever/cough
h37g_2,NA - CS antimalarial taken for fever/cough
h37g_3,NA - CS antimalarial taken for fever/cough
h37g_4,NA - CS antimalarial taken for fever/cough
h37g_5,NA - CS antimalarial taken for fever/cough
h37g_6,NA - CS antimalarial taken for fever/cough
h37h_1,NA - Other antimalarial taken for fever/cough
h37h_2,NA - Other antimalarial taken for fever/cough
h37h_3,NA - Other antimalarial taken for fever/cough
h37h_4,NA - Other antimalarial taken for fever/cough
h37h_5,NA - Other antimalarial taken for fever/cough
h37h_6,NA - Other antimalarial taken for fever/cough
h37i_1,NA - Antibiotic pill/syrup taken for fever/cough
h37i_2,NA - Antibiotic pill/syrup taken for fever/cough
h37i_3,NA - Antibiotic pill/syrup taken for fever/cough
h37i_4,NA - Antibiotic pill/syrup taken for fever/cough
h37i_5,NA - Antibiotic pill/syrup taken for fever/cough
h37i_6,NA - Antibiotic pill/syrup taken for fever/cough
h37j_1,NA - Antibiotic injection taken for fever/cough
h37j_2,NA - Antibiotic injection taken for fever/cough
h37j_3,NA - Antibiotic injection taken for fever/cough
h37j_4,NA - Antibiotic injection taken for fever/cough
h37j_5,NA - Antibiotic injection taken for fever/cough
h37j_6,NA - Antibiotic injection taken for fever/cough
h37k_1,NA - Aspirin taken for fever/cough
h37k_2,NA - Aspirin taken for fever/cough
h37k_3,NA - Aspirin taken for fever/cough
h37k_4,NA - Aspirin taken for fever/cough
h37k_5,NA - Aspirin taken for fever/cough
h37k_6,NA - Aspirin taken for fever/cough
h37l_1,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37l_2,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37l_3,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37l_4,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37l_5,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37l_6,NA - Acetaminophen/paracetamol/panadol taken for fever/cough
h37m_1,NA - Ibuprofen taken for fever/cough
h37m_2,NA - Ibuprofen taken for fever/cough
h37m_3,NA - Ibuprofen taken for fever/cough
h37m_4,NA - Ibuprofen taken for fever/cough
h37m_5,NA - Ibuprofen taken for fever/cough
h37m_6,NA - Ibuprofen taken for fever/cough
h37n_1,NA - CS other taken for fever/cough
h37n_2,NA - CS other taken for fever/cough
h37n_3,NA - CS other taken for fever/cough
h37n_4,NA - CS other taken for fever/cough
h37n_5,NA - CS other taken for fever/cough
h37n_6,NA - CS other taken for fever/cough
h37o_1,NA - CS other for fever/cough
h37o_2,NA - CS other for fever/cough
h37o_3,NA - CS other for fever/cough
h37o_4,NA - CS other for fever/cough
h37o_5,NA - CS other for fever/cough
h37o_6,NA - CS other for fever/cough
h37p_1,NA - CS other for fever/cough
h37p_2,NA - CS other for fever/cough
h37p_3,NA - CS other for fever/cough
h37p_4,NA - CS other for fever/cough
h37p_5,NA - CS other for fever/cough
h37p_6,NA - CS other for fever/cough
h37x_1,NA - Other taken for fever/cough
h37x_2,NA - Other taken for fever/cough
h37x_3,NA - Other taken for fever/cough
h37x_4,NA - Other taken for fever/cough
h37x_5,NA - Other taken for fever/cough
h37x_6,NA - Other taken for fever/cough
h37y_1,NA - Nothing taken for fever/cough
h37y_2,NA - Nothing taken for fever/cough
h37y_3,NA - Nothing taken for fever/cough
h37y_4,NA - Nothing taken for fever/cough
h37y_5,NA - Nothing taken for fever/cough
h37y_6,NA - Nothing taken for fever/cough
h37z_1,NA - Don't know if or what was taken for fever/cough
h37z_2,NA - Don't know if or what was taken for fever/cough
h37z_3,NA - Don't know if or what was taken for fever/cough
h37z_4,NA - Don't know if or what was taken for fever/cough
h37z_5,NA - Don't know if or what was taken for fever/cough
h37z_6,NA - Don't know if or what was taken for fever/cough
h38_1,Diarrhea in last 2 weeks: amount offered to drink
h38_2,Diarrhea in last 2 weeks: amount offered to drink
h38_3,Diarrhea in last 2 weeks: amount offered to drink
h38_4,Diarrhea in last 2 weeks: amount offered to drink
h38_5,Diarrhea in last 2 weeks: amount offered to drink
h38_6,Diarrhea in last 2 weeks: amount offered to drink
h39_1,Diarrhea in last 2 weeks: amount offered to eat
h39_2,Diarrhea in last 2 weeks: amount offered to eat
h39_3,Diarrhea in last 2 weeks: amount offered to eat
h39_4,Diarrhea in last 2 weeks: amount offered to eat
h39_5,Diarrhea in last 2 weeks: amount offered to eat
h39_6,Diarrhea in last 2 weeks: amount offered to eat
h40_1,NA - Received Vitamin A2 (2nd most recent)
h40_2,NA - Received Vitamin A2 (2nd most recent)
h40_3,NA - Received Vitamin A2 (2nd most recent)
h40_4,NA - Received Vitamin A2 (2nd most recent)
h40_5,NA - Received Vitamin A2 (2nd most recent)
h40_6,NA - Received Vitamin A2 (2nd most recent)
h40d_1,NA - Vitamin A2 day
h40d_2,NA - Vitamin A2 day
h40d_3,NA - Vitamin A2 day
h40d_4,NA - Vitamin A2 day
h40d_5,NA - Vitamin A2 day
h40d_6,NA - Vitamin A2 day
h40m_1,NA - Vitamin A2 month
h40m_2,NA - Vitamin A2 month
h40m_3,NA - Vitamin A2 month
h40m_4,NA - Vitamin A2 month
h40m_5,NA - Vitamin A2 month
h40m_6,NA - Vitamin A2 month
h40y_1,NA - Vitamin A2 year
h40y_2,NA - Vitamin A2 year
h40y_3,NA - Vitamin A2 year
h40y_4,NA - Vitamin A2 year
h40y_5,NA - Vitamin A2 year
h40y_6,NA - Vitamin A2 year
h41a_1,NA - Received vitamin A after most recent in card
h41a_2,NA - Received vitamin A after most recent in card
h41a_3,NA - Received vitamin A after most recent in card
h41a_4,NA - Received vitamin A after most recent in card
h41a_5,NA - Received vitamin A after most recent in card
h41a_6,NA - Received vitamin A after most recent in card
h41b_1,NA - Ever received Vitamin A dose
h41b_2,NA - Ever received Vitamin A dose
h41b_3,NA - Ever received Vitamin A dose
h41b_4,NA - Ever received Vitamin A dose
h41b_5,NA - Ever received Vitamin A dose
h41b_6,NA - Ever received Vitamin A dose
h42_1,"Taking iron pills, sprinkles or syrup"
h42_2,"Taking iron pills, sprinkles or syrup"
h42_3,"Taking iron pills, sprinkles or syrup"
h42_4,"Taking iron pills, sprinkles or syrup"
h42_5,"Taking iron pills, sprinkles or syrup"
h42_6,"Taking iron pills, sprinkles or syrup"
h43_1,Drugs for intestinal parasites in last 6 months
h43_2,Drugs for intestinal parasites in last 6 months
h43_3,Drugs for intestinal parasites in last 6 months
h43_4,Drugs for intestinal parasites in last 6 months
h43_5,Drugs for intestinal parasites in last 6 months
h43_6,Drugs for intestinal parasites in last 6 months
h44a_1,Place first sought treatment for diarrhea
h44a_2,Place first sought treatment for diarrhea
h44a_3,Place first sought treatment for diarrhea
h44a_4,Place first sought treatment for diarrhea
h44a_5,Place first sought treatment for diarrhea
h44a_6,Place first sought treatment for diarrhea
h44b_1,NA - Days after diarrhea sought advice or treatment
h44b_2,NA - Days after diarrhea sought advice or treatment
h44b_3,NA - Days after diarrhea sought advice or treatment
h44b_4,NA - Days after diarrhea sought advice or treatment
h44b_5,NA - Days after diarrhea sought advice or treatment
h44b_6,NA - Days after diarrhea sought advice or treatment
h44c_1,NA - Still has diarrhea
h44c_2,NA - Still has diarrhea
h44c_3,NA - Still has diarrhea
h44c_4,NA - Still has diarrhea
h44c_5,NA - Still has diarrhea
h44c_6,NA - Still has diarrhea
h45_1,NA - Times zinc was given
h45_2,NA - Times zinc was given
h45_3,NA - Times zinc was given
h45_4,NA - Times zinc was given
h45_5,NA - Times zinc was given
h45_6,NA - Times zinc was given
h46a_1,Place first sought treatment for fever
h46a_2,Place first sought treatment for fever
h46a_3,Place first sought treatment for fever
h46a_4,Place first sought treatment for fever
h46a_5,Place first sought treatment for fever
h46a_6,Place first sought treatment for fever
h46b_1,NA - Days after fever sought advice or treatment
h46b_2,NA - Days after fever sought advice or treatment
h46b_3,NA - Days after fever sought advice or treatment
h46b_4,NA - Days after fever sought advice or treatment
h46b_5,NA - Days after fever sought advice or treatment
h46b_6,NA - Days after fever sought advice or treatment
h47_1,Blood taken from child's finger/heel for testing
h47_2,Blood taken from child's finger/heel for testing
h47_3,Blood taken from child's finger/heel for testing
h47_4,Blood taken from child's finger/heel for testing
h47_5,Blood taken from child's finger/heel for testing
h47_6,Blood taken from child's finger/heel for testing
hwidx_1,Index to Birth History
hwidx_2,Index to Birth History
hwidx_3,Index to Birth History
hwidx_4,Index to Birth History
hwidx_5,Index to Birth History
hwidx_6,Index to Birth History
hw1_1,Child's age in months
hw1_2,Child's age in months
hw1_3,Child's age in months
hw1_4,Child's age in months
hw1_5,Child's age in months
hw1_6,Child's age in months
hw2_1,Child's weight in kilograms (1 decimal)
hw2_2,Child's weight in kilograms (1 decimal)
hw2_3,Child's weight in kilograms (1 decimal)
hw2_4,Child's weight in kilograms (1 decimal)
hw2_5,Child's weight in kilograms (1 decimal)
hw2_6,Child's weight in kilograms (1 decimal)
hw3_1,Child's height in centimeters (1 decimal)
hw3_2,Child's height in centimeters (1 decimal)
hw3_3,Child's height in centimeters (1 decimal)
hw3_4,Child's height in centimeters (1 decimal)
hw3_5,Child's height in centimeters (1 decimal)
hw3_6,Child's height in centimeters (1 decimal)
hw4_1,Height/Age percentile
hw4_2,Height/Age percentile
hw4_3,Height/Age percentile
hw4_4,Height/Age percentile
hw4_5,Height/Age percentile
hw4_6,Height/Age percentile
hw5_1,Height/Age standard deviation
hw5_2,Height/Age standard deviation
hw5_3,Height/Age standard deviation
hw5_4,Height/Age standard deviation
hw5_5,Height/Age standard deviation
hw5_6,Height/Age standard deviation
hw6_1,Height/Age percent of ref. median
hw6_2,Height/Age percent of ref. median
hw6_3,Height/Age percent of ref. median
hw6_4,Height/Age percent of ref. median
hw6_5,Height/Age percent of ref. median
hw6_6,Height/Age percent of ref. median
hw7_1,Weight/Age percentile
hw7_2,Weight/Age percentile
hw7_3,Weight/Age percentile
hw7_4,Weight/Age percentile
hw7_5,Weight/Age percentile
hw7_6,Weight/Age percentile
hw8_1,Weight/Age standard deviation
hw8_2,Weight/Age standard deviation
hw8_3,Weight/Age standard deviation
hw8_4,Weight/Age standard deviation
hw8_5,Weight/Age standard deviation
hw8_6,Weight/Age standard deviation
hw9_1,Weight/Age percent of ref. median
hw9_2,Weight/Age percent of ref. median
hw9_3,Weight/Age percent of ref. median
hw9_4,Weight/Age percent of ref. median
hw9_5,Weight/Age percent of ref. median
hw9_6,Weight/Age percent of ref. median
hw10_1,Weight/Height percentile
hw10_2,Weight/Height percentile
hw10_3,Weight/Height percentile
hw10_4,Weight/Height percentile
hw10_5,Weight/Height percentile
hw10_6,Weight/Height percentile
hw11_1,Weight/Height standard deviation
hw11_2,Weight/Height standard deviation
hw11_3,Weight/Height standard deviation
hw11_4,Weight/Height standard deviation
hw11_5,Weight/Height standard deviation
hw11_6,Weight/Height standard deviation
hw12_1,Weight/Height percent of ref. median
hw12_2,Weight/Height percent of ref. median
hw12_3,Weight/Height percent of ref. median
hw12_4,Weight/Height percent of ref. median
hw12_5,Weight/Height percent of ref. median
hw12_6,Weight/Height percent of ref. median
hw13_1,Result of measurement - height/weight
hw13_2,Result of measurement - height/weight
hw13_3,Result of measurement - height/weight
hw13_4,Result of measurement - height/weight
hw13_5,Result of measurement - height/weight
hw13_6,Result of measurement - height/weight
hw15_1,Height: lying or standing
hw15_2,Height: lying or standing
hw15_3,Height: lying or standing
hw15_4,Height: lying or standing
hw15_5,Height: lying or standing
hw15_6,Height: lying or standing
hw16_1,Day of birth of child
hw16_2,Day of birth of child
hw16_3,Day of birth of child
hw16_4,Day of birth of child
hw16_5,Day of birth of child
hw16_6,Day of birth of child
hw17_1,Date measured (day)
hw17_2,Date measured (day)
hw17_3,Date measured (day)
hw17_4,Date measured (day)
hw17_5,Date measured (day)
hw17_6,Date measured (day)
hw18_1,Date measured (month)
hw18_2,Date measured (month)
hw18_3,Date measured (month)
hw18_4,Date measured (month)
hw18_5,Date measured (month)
hw18_6,Date measured (month)
hw19_1,Date measured (year)
hw19_2,Date measured (year)
hw19_3,Date measured (year)
hw19_4,Date measured (year)
hw19_5,Date measured (year)
hw19_6,Date measured (year)
hw51_1,Line number of parent/caretaker
hw51_2,Line number of parent/caretaker
hw51_3,Line number of parent/caretaker
hw51_4,Line number of parent/caretaker
hw51_5,Line number of parent/caretaker
hw51_6,Line number of parent/caretaker
hw52_1,Read consent statement - hemoglobin
hw52_2,Read consent statement - hemoglobin
hw52_3,Read consent statement - hemoglobin
hw52_4,Read consent statement - hemoglobin
hw52_5,Read consent statement - hemoglobin
hw52_6,Read consent statement - hemoglobin
hw53_1,Hemoglobin level (g/dl - 1 decimal)
hw53_2,Hemoglobin level (g/dl - 1 decimal)
hw53_3,Hemoglobin level (g/dl - 1 decimal)
hw53_4,Hemoglobin level (g/dl - 1 decimal)
hw53_5,Hemoglobin level (g/dl - 1 decimal)
hw53_6,Hemoglobin level (g/dl - 1 decimal)
hw55_1,Result of measurement - hemoglobin
hw55_2,Result of measurement - hemoglobin
hw55_3,Result of measurement - hemoglobin
hw55_4,Result of measurement - hemoglobin
hw55_5,Result of measurement - hemoglobin
hw55_6,Result of measurement - hemoglobin
hw56_1,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw56_2,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw56_3,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw56_4,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw56_5,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw56_6,Hemoglobin level adjusted for altitude (g/dl - 1 decimal)
hw57_1,Anemia level
hw57_2,Anemia level
hw57_3,Anemia level
hw57_4,Anemia level
hw57_5,Anemia level
hw57_6,Anemia level
hw58_1,NA - Agrees to referral - anemia
hw58_2,NA - Agrees to referral - anemia
hw58_3,NA - Agrees to referral - anemia
hw58_4,NA - Agrees to referral - anemia
hw58_5,NA - Agrees to referral - anemia
hw58_6,NA - Agrees to referral - anemia
hw70_1,Height/Age standard deviation (new WHO)
hw70_2,Height/Age standard deviation (new WHO)
hw70_3,Height/Age standard deviation (new WHO)
hw70_4,Height/Age standard deviation (new WHO)
hw70_5,Height/Age standard deviation (new WHO)
hw70_6,Height/Age standard deviation (new WHO)
hw71_1,Weight/Age standard deviation (new WHO)
hw71_2,Weight/Age standard deviation (new WHO)
hw71_3,Weight/Age standard deviation (new WHO)
hw71_4,Weight/Age standard deviation (new WHO)
hw71_5,Weight/Age standard deviation (new WHO)
hw71_6,Weight/Age standard deviation (new WHO)
hw72_1,Weight/Height standard deviation (new WHO)
hw72_2,Weight/Height standard deviation (new WHO)
hw72_3,Weight/Height standard deviation (new WHO)
hw72_4,Weight/Height standard deviation (new WHO)
hw72_5,Weight/Height standard deviation (new WHO)
hw72_6,Weight/Height standard deviation (new WHO)
hw73_1,BMI standard deviation (new WHO)
hw73_2,BMI standard deviation (new WHO)
hw73_3,BMI standard deviation (new WHO)
hw73_4,BMI standard deviation (new WHO)
hw73_5,BMI standard deviation (new WHO)
hw73_6,BMI standard deviation (new WHO)
v501,Current marital status
v502,Currently/formerly/never in union
v503,Number of unions
v504,Currently residing with husband/partner
v505,Number of other wives
v506,Respondent's rank among wives
v507,Month of first cohabitation
v508,Year of first cohabitation
v509,Date of first cohabitation (CMC)
v510,Completeness of date information in V509
v511,Age at first cohabitation
v512,Years since first cohabitation
v513,Cohabitation duration (grouped)
v525,Age at first sex
v527,Time since last sex
v528,Time since last sex (in days)
v529,Time since last sex (in months)
v530,Flag for V529
v531,Age at first sex (imputed)
v532,Flag for V531
v535,Ever been married or in union
v536,Recent sexual activity
v537,Months of abstinence
v538,NA - How previous marriage or union ended
v539,NA - Person who received most of late husband's property
v540,NA - Respondent received any of late husband's assets or valuables
v541,NA - Intends to wait until marriage to have sex
v602,Fertility preference
v603,Preferred waiting time for birth of a/another child
v604,Preferred waiting time for birth of a/another child (grouped)
v605,Desire for more children
v613,Ideal number of children
v614,Ideal number of children (grouped)
v616,Time for future birth
v621,Husband's desire for children
v623,Exposure
v624,Unmet need
v625,Exposure (definition 2)
v626,Unmet need (definition 2)
v625a,Exposure to need for contraception (definition 3)
v626a,Unmet need for contraception (definition 3)
v627,Ideal number of boys
v628,Ideal number of girls
v629,Ideal number of either sex
v631,NA - Problem if became pregnant
v632,Decision maker for using contraception
v633a,NA - Reason for not having sex: husband has STI
v633b,Reason for not having sex: husband has other women
v633c,NA - Reason for not having sex: recent birth
v633d,"NA - Reason for not having sex: tired, not in mood"
v633e,NA - Reason for not having sex: CS
v633f,NA - Reason for not having sex: CS
v633g,NA - Reason for not having sex: CS
v634,NA - Husband knows that respondent is using contraception
v701,Husband/partner's education level
v702,Husband/partner's highest year of education (at level in V701)
v704,Husband/partner's occupation
v705,Husband/partner's occupation (grouped)
v714,Respondent currently working
v714a,"Respondent has a job, but currently absent"
v715,Husband/partner's total number of years of education
v716,Respondent's occupation
v717,Respondent's occupation (grouped)
v719,"Respondent works for family, others, self"
v721,NA - Respondent works at home or away
v729,Husband/partner's educational attainment
v730,Husband/partner's age
v731,Respondent worked in last 12 months
v732,Respondent employed all year/seasonal
v739,Person who usually decides how to spend respondent's earnings
v740,NA - Type of land where respondent works
v741,Type of earnings from respondent's work
v743a,Person who usually decides on respondent's health care
v743b,Person who usually decides on large household purchases
v743c,NA - Person who usually decides on household purchases for daily needs
v743d,Person who usually decides on visits to family or relatives
v743e,NA - Person who usually decides on food to be cooked each day
v743f,Person who usually decides what to do with money husband earns
v744a,Beating justified if wife goes out without telling husband
v744b,Beating justified if wife neglects the children
v744c,Beating justified if wife argues with husband
v744d,Beating justified if wife refuses to have sex with husband
v744e,Beating justified if wife burns the food
v745a,Owns a house alone or jointly
v745b,Owns land alone or jointly
v746,Respondent earns more than husband/partner
v750,Ever heard of a Sexually Transmitted Infection (STI)
v751,Ever heard of AIDS
v754bp,NA - Reduce risk of getting HIV: do not have sex at all
v754cp,Reduce risk of getting HIV: always use condoms during sex
v754dp,"Reduce risk of getting HIV: have 1 sex partner only, who has no other partners"
v754jp,Can get HIV from mosquito bites
v754wp,Can get HIV by sharing food with person who has AIDS
v756,A healthy looking person can have HIV
v761,Condom used during last sex with most recent partner
v761b,Condom used during last sex with 2nd to most recent partner
v761c,Condom used during last sex with 3rd to most recent partner
v762aa,Source for condoms: government hospital
v762ab,Source for condoms: government health cente
v762ac,Source for condoms: government health post
v762ad,Source for condoms: FP clinic
v762ae,Source for condoms: community relay
v762af,Source for condoms: other public
v762ag,NA - Source for condoms: CS public
v762ah,NA - Source for condoms: CS public
v762ai,NA - Source for condoms: CS public
v762aj,Source for condoms: private hospital/clinic
v762ak,Source for condoms: pharmacy
v762al,NA - Source for condoms: private doctor
v762am,Source for condoms: NGO
v762an,Source for condoms: mobile clinic
v762ao,Source for condoms: private fieldworke
v762ap,Source for condoms: other medical private
v762aq,NA - Source for condoms: CS private
v762ar,NA - Source for condoms: CS private
v762as,Source for condoms: shop
v762at,Source for condoms: bar/night club
v762au,Source for condoms: kiosk
v762av,Source for condoms: table holder
v762aw,Source for condoms: parents/knowledge/friends
v762ax,Source for condoms: other
v762az,Don't know any source for condoms
v762ba,Source for female condoms: government hospital
v762bb,Source for female condoms: government health center
v762bc,Source for female condoms: government health post
v762bd,Source for female condoms: FP clinic
v762be,Source for female condoms: community relay
v762bf,Source for female condoms: other public
v762bg,NA - Source for female condoms: CS public
v762bh,NA - Source for female condoms: CS public
v762bi,NA - Source for female condoms: CS public
v762bj,Source for female condoms: private hospital/clinic
v762bk,Source for female condoms: pharmacy
v762bl,NA - Source for female condoms: private doctor
v762bm,Source for female condoms: NGO
v762bn,Source for female condoms: mobile clinic
v762bo,Source for female condoms: private fieldworker
v762bp,Source for female condoms: other medical private
v762bq,NA - Source for female condoms: CS private
v762br,NA - Source for female condoms: CS private
v762bs,Source for female condoms: shop
v762bt,Source for female condoms: bar/Night club
v762bu,Source for female condoms: kiosk
v762bv,Source for female condoms: table holder
v762bw,Source for female condoms: parents/knowledge/friends
v762bx,Source for female condoms: other
v762bz,Don't know any source for female condoms
v763a,Had any STI in last 12 months
v763b,Had genital sore/ulcer in last 12 months
v763c,Had genital discharge in last 12 months
v763d,NA - Had CS STI in last 12 months
v763e,NA - Had CS STI in last 12 months
v763f,NA - Had CS STI in last 12 months
v763g,NA - Had CS STI in last 12 months
v766a,"Number of sex partners, excluding spouse, in last 12 months"
v766b,"Number of sex partners, including spouse, in last 12 months"
v767a,Relationship with most recent sex partner
v767b,Relationship with 2nd to most recent sex partner
v767c,Relationship with 3rd to most recent sex partner
v768a,NA - Length of time knows last partner
v768b,NA - Length of time knows other partner (1)
v768c,NA - Length of time knows other partner (2)
v769,Can get a condom
v769a,Can get a female condom
v770,Sought advice/treatment for last STI infection
v770a,Sought STI advice/treatment from: government hospital
v770b,Sought STI advice/treatment from: government health center/post
v770c,Sought STI advice/treatment from: public stand-alone VCT center
v770d,Sought STI advice/treatment from: public family planning clinic
v770e,Sought STI advice/treatment from: public mobile clinic
v770f,Sought STI advice/treatment from: public field worker
v770g,Sought STI advice/treatment from: mobile treatment center
v770h,Sought STI advice/treatment from: other public
v770i,NA - Sought STI advice/treatment from: CS public
v770j,NA - Sought STI advice/treatment from: CS public
v770k,Sought STI advice/treatment from: private hospital/clinic/doctor
v770l,Sought STI advice/treatment from: VCT mobile
v770m,Sought STI advice/treatment from: mobile treatment center
v770n,Sought STI advice/treatment from: young care center
v770o,Sought STI advice/treatment from: other private medical
v770p,NA - Sought STI advice/treatment from: CS private
v770q,NA - Sought STI advice/treatment from: CS private
v770r,NA - Sought STI advice/treatment from: CS private
v770s,NA - Sought STI advice/treatment from: CS private
v770t,NA - Sought STI advice/treatment from: CS other
v770u,NA - Sought STI advice/treatment from: CS other
v770v,NA - Sought STI advice/treatment from: CS other
v770w,NA - Sought STI advice/treatment from: CS other
v770x,Sought STI advice/treatment from: other
v774a,HIV transmitted during pregnancy
v774b,HIV transmitted during delivery
v774c,HIV transmitted by breastfeeding
v775,"NA - Knows someone who has, or is suspected of having, HIV"
v777,Would want HIV infection in family to remain secret
v778,Willing to care for relative with AIDS
v779,"A female teacher infected with HIV, but is not sick, should be allowed to continue teaching"
v780,Children should be taught about condoms to avoid AIDS
v781,Ever been tested for HIV
v783,Know a place to get HIV test
v784a,Place for HIV test: government hospital
