variable,description
hml32_14,Final result of malaria from blood smear test
hml32_15,Final result of malaria from blood smear test
hml32_16,Final result of malaria from blood smear test
hml32_17,Final result of malaria from blood smear test
hml32_18,Final result of malaria from blood smear test
hml32_19,Final result of malaria from blood smear test
hml32_20,Final result of malaria from blood smear test
hml32_21,Final result of malaria from blood smear test
hml32_22,Final result of malaria from blood smear test
hml32_23,Final result of malaria from blood smear test
hml32_24,Final result of malaria from blood smear test
hml32a_01,NA - Presence of species: falciparum (Pf)
hml32a_02,NA - Presence of species: falciparum (Pf)
hml32a_03,NA - Presence of species: falciparum (Pf)
hml32a_04,NA - Presence of species: falciparum (Pf)
hml32a_05,NA - Presence of species: falciparum (Pf)
hml32a_06,NA - Presence of species: falciparum (Pf)
hml32a_07,NA - Presence of species: falciparum (Pf)
hml32a_08,NA - Presence of species: falciparum (Pf)
hml32a_09,NA - Presence of species: falciparum (Pf)
hml32a_10,NA - Presence of species: falciparum (Pf)
hml32a_11,NA - Presence of species: falciparum (Pf)
hml32a_12,NA - Presence of species: falciparum (Pf)
hml32a_13,NA - Presence of species: falciparum (Pf)
hml32a_14,NA - Presence of species: falciparum (Pf)
hml32a_15,NA - Presence of species: falciparum (Pf)
hml32a_16,NA - Presence of species: falciparum (Pf)
hml32a_17,NA - Presence of species: falciparum (Pf)
hml32a_18,NA - Presence of species: falciparum (Pf)
hml32a_19,NA - Presence of species: falciparum (Pf)
hml32a_20,NA - Presence of species: falciparum (Pf)
hml32a_21,NA - Presence of species: falciparum (Pf)
hml32a_22,NA - Presence of species: falciparum (Pf)
hml32a_23,NA - Presence of species: falciparum (Pf)
hml32a_24,NA - Presence of species: falciparum (Pf)
hml32b_01,NA - Presence of species: malariae (Pm)
hml32b_02,NA - Presence of species: malariae (Pm)
hml32b_03,NA - Presence of species: malariae (Pm)
hml32b_04,NA - Presence of species: malariae (Pm)
hml32b_05,NA - Presence of species: malariae (Pm)
hml32b_06,NA - Presence of species: malariae (Pm)
hml32b_07,NA - Presence of species: malariae (Pm)
hml32b_08,NA - Presence of species: malariae (Pm)
hml32b_09,NA - Presence of species: malariae (Pm)
hml32b_10,NA - Presence of species: malariae (Pm)
hml32b_11,NA - Presence of species: malariae (Pm)
hml32b_12,NA - Presence of species: malariae (Pm)
hml32b_13,NA - Presence of species: malariae (Pm)
hml32b_14,NA - Presence of species: malariae (Pm)
hml32b_15,NA - Presence of species: malariae (Pm)
hml32b_16,NA - Presence of species: malariae (Pm)
hml32b_17,NA - Presence of species: malariae (Pm)
hml32b_18,NA - Presence of species: malariae (Pm)
hml32b_19,NA - Presence of species: malariae (Pm)
hml32b_20,NA - Presence of species: malariae (Pm)
hml32b_21,NA - Presence of species: malariae (Pm)
hml32b_22,NA - Presence of species: malariae (Pm)
hml32b_23,NA - Presence of species: malariae (Pm)
hml32b_24,NA - Presence of species: malariae (Pm)
hml32c_01,NA - Presence of species: ovale (Po)
hml32c_02,NA - Presence of species: ovale (Po)
hml32c_03,NA - Presence of species: ovale (Po)
hml32c_04,NA - Presence of species: ovale (Po)
hml32c_05,NA - Presence of species: ovale (Po)
hml32c_06,NA - Presence of species: ovale (Po)
hml32c_07,NA - Presence of species: ovale (Po)
hml32c_08,NA - Presence of species: ovale (Po)
hml32c_09,NA - Presence of species: ovale (Po)
hml32c_10,NA - Presence of species: ovale (Po)
hml32c_11,NA - Presence of species: ovale (Po)
hml32c_12,NA - Presence of species: ovale (Po)
hml32c_13,NA - Presence of species: ovale (Po)
hml32c_14,NA - Presence of species: ovale (Po)
hml32c_15,NA - Presence of species: ovale (Po)
hml32c_16,NA - Presence of species: ovale (Po)
hml32c_17,NA - Presence of species: ovale (Po)
hml32c_18,NA - Presence of species: ovale (Po)
hml32c_19,NA - Presence of species: ovale (Po)
hml32c_20,NA - Presence of species: ovale (Po)
hml32c_21,NA - Presence of species: ovale (Po)
hml32c_22,NA - Presence of species: ovale (Po)
hml32c_23,NA - Presence of species: ovale (Po)
hml32c_24,NA - Presence of species: ovale (Po)
hml32d_01,NA - Presence of species: vivax (Pv)
hml32d_02,NA - Presence of species: vivax (Pv)
hml32d_03,NA - Presence of species: vivax (Pv)
hml32d_04,NA - Presence of species: vivax (Pv)
hml32d_05,NA - Presence of species: vivax (Pv)
hml32d_06,NA - Presence of species: vivax (Pv)
hml32d_07,NA - Presence of species: vivax (Pv)
hml32d_08,NA - Presence of species: vivax (Pv)
hml32d_09,NA - Presence of species: vivax (Pv)
hml32d_10,NA - Presence of species: vivax (Pv)
hml32d_11,NA - Presence of species: vivax (Pv)
hml32d_12,NA - Presence of species: vivax (Pv)
hml32d_13,NA - Presence of species: vivax (Pv)
hml32d_14,NA - Presence of species: vivax (Pv)
hml32d_15,NA - Presence of species: vivax (Pv)
hml32d_16,NA - Presence of species: vivax (Pv)
hml32d_17,NA - Presence of species: vivax (Pv)
hml32d_18,NA - Presence of species: vivax (Pv)
hml32d_19,NA - Presence of species: vivax (Pv)
hml32d_20,NA - Presence of species: vivax (Pv)
hml32d_21,NA - Presence of species: vivax (Pv)
hml32d_22,NA - Presence of species: vivax (Pv)
hml32d_23,NA - Presence of species: vivax (Pv)
hml32d_24,NA - Presence of species: vivax (Pv)
hml32e_01,NA - Presence of species: CS
hml32e_02,NA - Presence of species: CS
hml32e_03,NA - Presence of species: CS
hml32e_04,NA - Presence of species: CS
hml32e_05,NA - Presence of species: CS
hml32e_06,NA - Presence of species: CS
hml32e_07,NA - Presence of species: CS
hml32e_08,NA - Presence of species: CS
hml32e_09,NA - Presence of species: CS
hml32e_10,NA - Presence of species: CS
hml32e_11,NA - Presence of species: CS
hml32e_12,NA - Presence of species: CS
hml32e_13,NA - Presence of species: CS
hml32e_14,NA - Presence of species: CS
hml32e_15,NA - Presence of species: CS
hml32e_16,NA - Presence of species: CS
hml32e_17,NA - Presence of species: CS
hml32e_18,NA - Presence of species: CS
hml32e_19,NA - Presence of species: CS
hml32e_20,NA - Presence of species: CS
hml32e_21,NA - Presence of species: CS
hml32e_22,NA - Presence of species: CS
hml32e_23,NA - Presence of species: CS
hml32e_24,NA - Presence of species: CS
hml32f_01,NA - Presence of species: CS
hml32f_02,NA - Presence of species: CS
hml32f_03,NA - Presence of species: CS
hml32f_04,NA - Presence of species: CS
hml32f_05,NA - Presence of species: CS
hml32f_06,NA - Presence of species: CS
hml32f_07,NA - Presence of species: CS
hml32f_08,NA - Presence of species: CS
hml32f_09,NA - Presence of species: CS
hml32f_10,NA - Presence of species: CS
hml32f_11,NA - Presence of species: CS
hml32f_12,NA - Presence of species: CS
hml32f_13,NA - Presence of species: CS
hml32f_14,NA - Presence of species: CS
hml32f_15,NA - Presence of species: CS
hml32f_16,NA - Presence of species: CS
hml32f_17,NA - Presence of species: CS
hml32f_18,NA - Presence of species: CS
hml32f_19,NA - Presence of species: CS
hml32f_20,NA - Presence of species: CS
hml32f_21,NA - Presence of species: CS
hml32f_22,NA - Presence of species: CS
hml32f_23,NA - Presence of species: CS
hml32f_24,NA - Presence of species: CS
hml32g_01,NA - Presence of species: CS
hml32g_02,NA - Presence of species: CS
hml32g_03,NA - Presence of species: CS
hml32g_04,NA - Presence of species: CS
hml32g_05,NA - Presence of species: CS
hml32g_06,NA - Presence of species: CS
hml32g_07,NA - Presence of species: CS
hml32g_08,NA - Presence of species: CS
hml32g_09,NA - Presence of species: CS
hml32g_10,NA - Presence of species: CS
hml32g_11,NA - Presence of species: CS
hml32g_12,NA - Presence of species: CS
hml32g_13,NA - Presence of species: CS
hml32g_14,NA - Presence of species: CS
hml32g_15,NA - Presence of species: CS
hml32g_16,NA - Presence of species: CS
hml32g_17,NA - Presence of species: CS
hml32g_18,NA - Presence of species: CS
hml32g_19,NA - Presence of species: CS
hml32g_20,NA - Presence of species: CS
hml32g_21,NA - Presence of species: CS
hml32g_22,NA - Presence of species: CS
hml32g_23,NA - Presence of species: CS
hml32g_24,NA - Presence of species: CS
hml33_01,Result of malaria measurement
hml33_02,Result of malaria measurement
hml33_03,Result of malaria measurement
hml33_04,Result of malaria measurement
hml33_05,Result of malaria measurement
hml33_06,Result of malaria measurement
hml33_07,Result of malaria measurement
hml33_08,Result of malaria measurement
hml33_09,Result of malaria measurement
hml33_10,Result of malaria measurement
hml33_11,Result of malaria measurement
hml33_12,Result of malaria measurement
hml33_13,Result of malaria measurement
hml33_14,Result of malaria measurement
hml33_15,Result of malaria measurement
hml33_16,Result of malaria measurement
hml33_17,Result of malaria measurement
hml33_18,Result of malaria measurement
hml33_19,Result of malaria measurement
hml33_20,Result of malaria measurement
hml33_21,Result of malaria measurement
hml33_22,Result of malaria measurement
hml33_23,Result of malaria measurement
hml33_24,Result of malaria measurement
hml34_01,Bar code for blood smear sample
hml34_02,Bar code for blood smear sample
hml34_03,Bar code for blood smear sample
hml34_04,Bar code for blood smear sample
hml34_05,Bar code for blood smear sample
hml34_06,Bar code for blood smear sample
hml34_07,Bar code for blood smear sample
hml34_08,Bar code for blood smear sample
hml34_09,Bar code for blood smear sample
hml34_10,Bar code for blood smear sample
hml34_11,Bar code for blood smear sample
hml34_12,Bar code for blood smear sample
hml34_13,Bar code for blood smear sample
hml34_14,Bar code for blood smear sample
hml34_15,Bar code for blood smear sample
hml34_16,Bar code for blood smear sample
hml34_17,Bar code for blood smear sample
hml34_18,Bar code for blood smear sample
hml34_19,Bar code for blood smear sample
hml34_20,Bar code for blood smear sample
hml34_21,Bar code for blood smear sample
hml34_22,Bar code for blood smear sample
hml34_23,Bar code for blood smear sample
hml34_24,Bar code for blood smear sample
hml35_01,Result of malaria rapid test
hml35_02,Result of malaria rapid test
hml35_03,Result of malaria rapid test
hml35_04,Result of malaria rapid test
hml35_05,Result of malaria rapid test
hml35_06,Result of malaria rapid test
hml35_07,Result of malaria rapid test
hml35_08,Result of malaria rapid test
hml35_09,Result of malaria rapid test
hml35_10,Result of malaria rapid test
hml35_11,Result of malaria rapid test
hml35_12,Result of malaria rapid test
hml35_13,Result of malaria rapid test
hml35_14,Result of malaria rapid test
hml35_15,Result of malaria rapid test
hml35_16,Result of malaria rapid test
hml35_17,Result of malaria rapid test
hml35_18,Result of malaria rapid test
hml35_19,Result of malaria rapid test
hml35_20,Result of malaria rapid test
hml35_21,Result of malaria rapid test
hml35_22,Result of malaria rapid test
hml35_23,Result of malaria rapid test
hml35_24,Result of malaria rapid test
shcol3a_01,Column number - inpatient module
shcol3a_02,Column number - inpatient module
shcol3a_03,Column number - inpatient module
shcol3a_04,Column number - inpatient module
shcol3a_05,Column number - inpatient module
shcol3a_06,Column number - inpatient module
shcol3a_07,Column number - inpatient module
shcol3a_08,Column number - inpatient module
shcol3a_09,Column number - inpatient module
shcol3a_10,Column number - inpatient module
shcol3a_11,Column number - inpatient module
shcol3a_12,Column number - inpatient module
sh203_01,Line number of member
sh203_02,Line number of member
sh203_03,Line number of member
sh203_04,Line number of member
sh203_05,Line number of member
sh203_06,Line number of member
sh203_07,Line number of member
sh203_08,Line number of member
sh203_09,Line number of member
sh203_10,Line number of member
sh203_11,Line number of member
sh203_12,Line number of member
sh205_01,Where did patient hospitalized
sh205_02,Where did patient hospitalized
sh205_03,Where did patient hospitalized
sh205_04,Where did patient hospitalized
sh205_05,Where did patient hospitalized
sh205_06,Where did patient hospitalized
sh205_07,Where did patient hospitalized
sh205_08,Where did patient hospitalized
sh205_09,Where did patient hospitalized
sh205_10,Where did patient hospitalized
sh205_11,Where did patient hospitalized
sh205_12,Where did patient hospitalized
sh206_01,Main reason for hospitalization
sh206_02,Main reason for hospitalization
sh206_03,Main reason for hospitalization
sh206_04,Main reason for hospitalization
sh206_05,Main reason for hospitalization
sh206_06,Main reason for hospitalization
sh206_07,Main reason for hospitalization
sh206_08,Main reason for hospitalization
sh206_09,Main reason for hospitalization
sh206_10,Main reason for hospitalization
sh206_11,Main reason for hospitalization
sh206_12,Main reason for hospitalization
sh207_01,Total amount of money spent
sh207_02,Total amount of money spent
sh207_03,Total amount of money spent
sh207_04,Total amount of money spent
sh207_05,Total amount of money spent
sh207_06,Total amount of money spent
sh207_07,Total amount of money spent
sh207_08,Total amount of money spent
sh207_09,Total amount of money spent
sh207_10,Total amount of money spent
sh207_11,Total amount of money spent
sh207_12,Total amount of money spent
sh207aa_01,Money spent - hospitalization
sh207aa_02,Money spent - hospitalization
sh207aa_03,Money spent - hospitalization
sh207aa_04,Money spent - hospitalization
sh207aa_05,Money spent - hospitalization
sh207aa_06,Money spent - hospitalization
sh207aa_07,Money spent - hospitalization
sh207aa_08,Money spent - hospitalization
sh207aa_09,Money spent - hospitalization
sh207aa_10,Money spent - hospitalization
sh207aa_11,Money spent - hospitalization
sh207aa_12,Money spent - hospitalization
sh207ab_01,Money spent - drugs
sh207ab_02,Money spent - drugs
sh207ab_03,Money spent - drugs
sh207ab_04,Money spent - drugs
sh207ab_05,Money spent - drugs
sh207ab_06,Money spent - drugs
sh207ab_07,Money spent - drugs
sh207ab_08,Money spent - drugs
sh207ab_09,Money spent - drugs
sh207ab_10,Money spent - drugs
sh207ab_11,Money spent - drugs
sh207ab_12,Money spent - drugs
sh207ac_01,Money spent - lab tests
sh207ac_02,Money spent - lab tests
sh207ac_03,Money spent - lab tests
sh207ac_04,Money spent - lab tests
sh207ac_05,Money spent - lab tests
sh207ac_06,Money spent - lab tests
sh207ac_07,Money spent - lab tests
sh207ac_08,Money spent - lab tests
sh207ac_09,Money spent - lab tests
sh207ac_10,Money spent - lab tests
sh207ac_11,Money spent - lab tests
sh207ac_12,Money spent - lab tests
sh207ad_01,Money spent - medical imaging/other tests
sh207ad_02,Money spent - medical imaging/other tests
sh207ad_03,Money spent - medical imaging/other tests
sh207ad_04,Money spent - medical imaging/other tests
sh207ad_05,Money spent - medical imaging/other tests
sh207ad_06,Money spent - medical imaging/other tests
sh207ad_07,Money spent - medical imaging/other tests
sh207ad_08,Money spent - medical imaging/other tests
sh207ad_09,Money spent - medical imaging/other tests
sh207ad_10,Money spent - medical imaging/other tests
sh207ad_11,Money spent - medical imaging/other tests
sh207ad_12,Money spent - medical imaging/other tests
sh207ae_01,Money spent - transportation
sh207ae_02,Money spent - transportation
sh207ae_03,Money spent - transportation
sh207ae_04,Money spent - transportation
sh207ae_05,Money spent - transportation
sh207ae_06,Money spent - transportation
sh207ae_07,Money spent - transportation
sh207ae_08,Money spent - transportation
sh207ae_09,Money spent - transportation
sh207ae_10,Money spent - transportation
sh207ae_11,Money spent - transportation
sh207ae_12,Money spent - transportation
sh207af_01,Money spent - other
sh207af_02,Money spent - other
sh207af_03,Money spent - other
sh207af_04,Money spent - other
sh207af_05,Money spent - other
sh207af_06,Money spent - other
sh207af_07,Money spent - other
sh207af_08,Money spent - other
sh207af_09,Money spent - other
sh207af_10,Money spent - other
sh207af_11,Money spent - other
sh207af_12,Money spent - other
sh208_01,Stayed overnight at a facility another time in last six months
sh208_02,Stayed overnight at a facility another time in last six months
sh208_03,Stayed overnight at a facility another time in last six months
sh208_04,Stayed overnight at a facility another time in last six months
sh208_05,Stayed overnight at a facility another time in last six months
sh208_06,Stayed overnight at a facility another time in last six months
sh208_07,Stayed overnight at a facility another time in last six months
sh208_08,Stayed overnight at a facility another time in last six months
sh208_09,Stayed overnight at a facility another time in last six months
sh208_10,Stayed overnight at a facility another time in last six months
sh208_11,Stayed overnight at a facility another time in last six months
sh208_12,Stayed overnight at a facility another time in last six months
sh209_01,Where did patient hospitalized last time
sh209_02,Where did patient hospitalized last time
sh209_03,Where did patient hospitalized last time
sh209_04,Where did patient hospitalized last time
sh209_05,Where did patient hospitalized last time
sh209_06,Where did patient hospitalized last time
sh209_07,Where did patient hospitalized last time
sh209_08,Where did patient hospitalized last time
sh209_09,Where did patient hospitalized last time
sh209_10,Where did patient hospitalized last time
sh209_11,Where did patient hospitalized last time
sh209_12,Where did patient hospitalized last time
sh210_01,Main reason for hospitalization
sh210_02,Main reason for hospitalization
sh210_03,Main reason for hospitalization
sh210_04,Main reason for hospitalization
sh210_05,Main reason for hospitalization
sh210_06,Main reason for hospitalization
sh210_07,Main reason for hospitalization
sh210_08,Main reason for hospitalization
sh210_09,Main reason for hospitalization
sh210_10,Main reason for hospitalization
sh210_11,Main reason for hospitalization
sh210_12,Main reason for hospitalization
sh211_01,Total amount of money spent
sh211_02,Total amount of money spent
sh211_03,Total amount of money spent
sh211_04,Total amount of money spent
sh211_05,Total amount of money spent
sh211_06,Total amount of money spent
sh211_07,Total amount of money spent
sh211_08,Total amount of money spent
sh211_09,Total amount of money spent
sh211_10,Total amount of money spent
sh211_11,Total amount of money spent
sh211_12,Total amount of money spent
sh211aa_01,Money spent - hospitalization
sh211aa_02,Money spent - hospitalization
sh211aa_03,Money spent - hospitalization
sh211aa_04,Money spent - hospitalization
sh211aa_05,Money spent - hospitalization
sh211aa_06,Money spent - hospitalization
sh211aa_07,Money spent - hospitalization
sh211aa_08,Money spent - hospitalization
sh211aa_09,Money spent - hospitalization
sh211aa_10,Money spent - hospitalization
sh211aa_11,Money spent - hospitalization
sh211aa_12,Money spent - hospitalization
sh211ab_01,Money spent - drugs
sh211ab_02,Money spent - drugs
sh211ab_03,Money spent - drugs
sh211ab_04,Money spent - drugs
sh211ab_05,Money spent - drugs
sh211ab_06,Money spent - drugs
sh211ab_07,Money spent - drugs
sh211ab_08,Money spent - drugs
sh211ab_09,Money spent - drugs
sh211ab_10,Money spent - drugs
sh211ab_11,Money spent - drugs
sh211ab_12,Money spent - drugs
sh211ac_01,Money spent - lab tests
sh211ac_02,Money spent - lab tests
sh211ac_03,Money spent - lab tests
sh211ac_04,Money spent - lab tests
sh211ac_05,Money spent - lab tests
sh211ac_06,Money spent - lab tests
sh211ac_07,Money spent - lab tests
sh211ac_08,Money spent - lab tests
sh211ac_09,Money spent - lab tests
sh211ac_10,Money spent - lab tests
sh211ac_11,Money spent - lab tests
sh211ac_12,Money spent - lab tests
sh211ad_01,Money spent - medical imaging/other tests
sh211ad_02,Money spent - medical imaging/other tests
sh211ad_03,Money spent - medical imaging/other tests
sh211ad_04,Money spent - medical imaging/other tests
sh211ad_05,Money spent - medical imaging/other tests
sh211ad_06,Money spent - medical imaging/other tests
sh211ad_07,Money spent - medical imaging/other tests
sh211ad_08,Money spent - medical imaging/other tests
sh211ad_09,Money spent - medical imaging/other tests
sh211ad_10,Money spent - medical imaging/other tests
sh211ad_11,Money spent - medical imaging/other tests
sh211ad_12,Money spent - medical imaging/other tests
sh211ae_01,Money spent - transportation
sh211ae_02,Money spent - transportation
sh211ae_03,Money spent - transportation
sh211ae_04,Money spent - transportation
sh211ae_05,Money spent - transportation
sh211ae_06,Money spent - transportation
sh211ae_07,Money spent - transportation
sh211ae_08,Money spent - transportation
sh211ae_09,Money spent - transportation
sh211ae_10,Money spent - transportation
sh211ae_11,Money spent - transportation
sh211ae_12,Money spent - transportation
sh211af_01,Money spent - other
sh211af_02,Money spent - other
sh211af_03,Money spent - other
sh211af_04,Money spent - other
sh211af_05,Money spent - other
sh211af_06,Money spent - other
sh211af_07,Money spent - other
sh211af_08,Money spent - other
sh211af_09,Money spent - other
sh211af_10,Money spent - other
sh211af_11,Money spent - other
sh211af_12,Money spent - other
sh212_01,Stayed overnight at a facility another time in last six months
sh212_02,Stayed overnight at a facility another time in last six months
sh212_03,Stayed overnight at a facility another time in last six months
sh212_04,Stayed overnight at a facility another time in last six months
sh212_05,Stayed overnight at a facility another time in last six months
sh212_06,Stayed overnight at a facility another time in last six months
sh212_07,Stayed overnight at a facility another time in last six months
sh212_08,Stayed overnight at a facility another time in last six months
sh212_09,Stayed overnight at a facility another time in last six months
sh212_10,Stayed overnight at a facility another time in last six months
sh212_11,Stayed overnight at a facility another time in last six months
sh212_12,Stayed overnight at a facility another time in last six months
sh213_01,Where did patient hospitalized
sh213_02,Where did patient hospitalized
sh213_03,Where did patient hospitalized
sh213_04,Where did patient hospitalized
sh213_05,Where did patient hospitalized
sh213_06,Where did patient hospitalized
sh213_07,Where did patient hospitalized
sh213_08,Where did patient hospitalized
sh213_09,Where did patient hospitalized
sh213_10,Where did patient hospitalized
sh213_11,Where did patient hospitalized
sh213_12,Where did patient hospitalized
sh214_01,Main reason for hospitalization
sh214_02,Main reason for hospitalization
sh214_03,Main reason for hospitalization
sh214_04,Main reason for hospitalization
sh214_05,Main reason for hospitalization
sh214_06,Main reason for hospitalization
sh214_07,Main reason for hospitalization
sh214_08,Main reason for hospitalization
sh214_09,Main reason for hospitalization
sh214_10,Main reason for hospitalization
sh214_11,Main reason for hospitalization
sh214_12,Main reason for hospitalization
sh215_01,Total amount of money spent
sh215_02,Total amount of money spent
sh215_03,Total amount of money spent
sh215_04,Total amount of money spent
sh215_05,Total amount of money spent
sh215_06,Total amount of money spent
sh215_07,Total amount of money spent
sh215_08,Total amount of money spent
sh215_09,Total amount of money spent
sh215_10,Total amount of money spent
sh215_11,Total amount of money spent
sh215_12,Total amount of money spent
sh215aa_01,Money spent - hospitalization
sh215aa_02,Money spent - hospitalization
sh215aa_03,Money spent - hospitalization
sh215aa_04,Money spent - hospitalization
sh215aa_05,Money spent - hospitalization
sh215aa_06,Money spent - hospitalization
sh215aa_07,Money spent - hospitalization
sh215aa_08,Money spent - hospitalization
sh215aa_09,Money spent - hospitalization
sh215aa_10,Money spent - hospitalization
sh215aa_11,Money spent - hospitalization
sh215aa_12,Money spent - hospitalization
sh215ab_01,Money spent - drugs
sh215ab_02,Money spent - drugs
sh215ab_03,Money spent - drugs
sh215ab_04,Money spent - drugs
sh215ab_05,Money spent - drugs
sh215ab_06,Money spent - drugs
sh215ab_07,Money spent - drugs
sh215ab_08,Money spent - drugs
sh215ab_09,Money spent - drugs
sh215ab_10,Money spent - drugs
sh215ab_11,Money spent - drugs
sh215ab_12,Money spent - drugs
sh215ac_01,Money spent - lab tests
sh215ac_02,Money spent - lab tests
sh215ac_03,Money spent - lab tests
sh215ac_04,Money spent - lab tests
sh215ac_05,Money spent - lab tests
sh215ac_06,Money spent - lab tests
sh215ac_07,Money spent - lab tests
sh215ac_08,Money spent - lab tests
sh215ac_09,Money spent - lab tests
sh215ac_10,Money spent - lab tests
sh215ac_11,Money spent - lab tests
sh215ac_12,Money spent - lab tests
sh215ad_01,Money spent - medical imaging/other tests
sh215ad_02,Money spent - medical imaging/other tests
sh215ad_03,Money spent - medical imaging/other tests
sh215ad_04,Money spent - medical imaging/other tests
sh215ad_05,Money spent - medical imaging/other tests
sh215ad_06,Money spent - medical imaging/other tests
sh215ad_07,Money spent - medical imaging/other tests
sh215ad_08,Money spent - medical imaging/other tests
sh215ad_09,Money spent - medical imaging/other tests
sh215ad_10,Money spent - medical imaging/other tests
sh215ad_11,Money spent - medical imaging/other tests
sh215ad_12,Money spent - medical imaging/other tests
sh215ae_01,Money spent - transportation
sh215ae_02,Money spent - transportation
sh215ae_03,Money spent - transportation
sh215ae_04,Money spent - transportation
sh215ae_05,Money spent - transportation
sh215ae_06,Money spent - transportation
sh215ae_07,Money spent - transportation
sh215ae_08,Money spent - transportation
sh215ae_09,Money spent - transportation
sh215ae_10,Money spent - transportation
sh215ae_11,Money spent - transportation
sh215ae_12,Money spent - transportation
sh215af_01,Money spent - other
sh215af_02,Money spent - other
sh215af_03,Money spent - other
sh215af_04,Money spent - other
sh215af_05,Money spent - other
sh215af_06,Money spent - other
sh215af_07,Money spent - other
sh215af_08,Money spent - other
sh215af_09,Money spent - other
sh215af_10,Money spent - other
sh215af_11,Money spent - other
sh215af_12,Money spent - other
sh216_01,Besides three stays stayed overnight another time
sh216_02,Besides three stays stayed overnight another time
sh216_03,Besides three stays stayed overnight another time
sh216_04,Besides three stays stayed overnight another time
sh216_05,Besides three stays stayed overnight another time
sh216_06,Besides three stays stayed overnight another time
sh216_07,Besides three stays stayed overnight another time
sh216_08,Besides three stays stayed overnight another time
sh216_09,Besides three stays stayed overnight another time
sh216_10,Besides three stays stayed overnight another time
sh216_11,Besides three stays stayed overnight another time
sh216_12,Besides three stays stayed overnight another time
sh217_01,Total times stayed overnight
sh217_02,Total times stayed overnight
sh217_03,Total times stayed overnight
sh217_04,Total times stayed overnight
sh217_05,Total times stayed overnight
sh217_06,Total times stayed overnight
sh217_07,Total times stayed overnight
sh217_08,Total times stayed overnight
sh217_09,Total times stayed overnight
sh217_10,Total times stayed overnight
sh217_11,Total times stayed overnight
sh217_12,Total times stayed overnight
sh218_01,Covered by health insurance
sh218_02,Covered by health insurance
sh218_03,Covered by health insurance
sh218_04,Covered by health insurance
sh218_05,Covered by health insurance
sh218_06,Covered by health insurance
sh218_07,Covered by health insurance
sh218_08,Covered by health insurance
sh218_09,Covered by health insurance
sh218_10,Covered by health insurance
sh218_11,Covered by health insurance
sh218_12,Covered by health insurance
sh219_01,Type of insurance
sh219_02,Type of insurance
sh219_03,Type of insurance
sh219_04,Type of insurance
sh219_05,Type of insurance
sh219_06,Type of insurance
sh219_07,Type of insurance
sh219_08,Type of insurance
sh219_09,Type of insurance
sh219_10,Type of insurance
sh219_11,Type of insurance
sh219_12,Type of insurance
shcol3b_01,Column number outpatient module
shcol3b_02,Column number outpatient module
shcol3b_03,Column number outpatient module
shcol3b_04,Column number outpatient module
shcol3b_05,Column number outpatient module
shcol3b_06,Column number outpatient module
shcol3b_07,Column number outpatient module
shcol3b_08,Column number outpatient module
shcol3b_09,Column number outpatient module
shcol3b_10,Column number outpatient module
shcol3b_11,Column number outpatient module
shcol3b_12,Column number outpatient module
shcol3b_13,Column number outpatient module
shcol3b_14,Column number outpatient module
shcol3b_15,Column number outpatient module
shcol3b_16,Column number outpatient module
shcol3b_17,Column number outpatient module
sh223_01,Line number of member
sh223_02,Line number of member
sh223_03,Line number of member
sh223_04,Line number of member
sh223_05,Line number of member
sh223_06,Line number of member
sh223_07,Line number of member
sh223_08,Line number of member
sh223_09,Line number of member
sh223_10,Line number of member
sh223_11,Line number of member
sh223_12,Line number of member
sh223_13,Line number of member
sh223_14,Line number of member
sh223_15,Line number of member
sh223_16,Line number of member
sh223_17,Line number of member
sh225_01,Type of health provider
sh225_02,Type of health provider
sh225_03,Type of health provider
sh225_04,Type of health provider
sh225_05,Type of health provider
sh225_06,Type of health provider
sh225_07,Type of health provider
sh225_08,Type of health provider
sh225_09,Type of health provider
sh225_10,Type of health provider
sh225_11,Type of health provider
sh225_12,Type of health provider
sh225_13,Type of health provider
sh225_14,Type of health provider
sh225_15,Type of health provider
sh225_16,Type of health provider
sh225_17,Type of health provider
sh226_01,Main reason to seek care
sh226_02,Main reason to seek care
sh226_03,Main reason to seek care
sh226_04,Main reason to seek care
sh226_05,Main reason to seek care
sh226_06,Main reason to seek care
sh226_07,Main reason to seek care
sh226_08,Main reason to seek care
sh226_09,Main reason to seek care
sh226_10,Main reason to seek care
sh226_11,Main reason to seek care
sh226_12,Main reason to seek care
sh226_13,Main reason to seek care
sh226_14,Main reason to seek care
sh226_15,Main reason to seek care
sh226_16,Main reason to seek care
sh226_17,Main reason to seek care
sh227_01,Total amount of money spent
sh227_02,Total amount of money spent
sh227_03,Total amount of money spent
sh227_04,Total amount of money spent
sh227_05,Total amount of money spent
sh227_06,Total amount of money spent
sh227_07,Total amount of money spent
sh227_08,Total amount of money spent
sh227_09,Total amount of money spent
sh227_10,Total amount of money spent
sh227_11,Total amount of money spent
sh227_12,Total amount of money spent
sh227_13,Total amount of money spent
sh227_14,Total amount of money spent
sh227_15,Total amount of money spent
sh227_16,Total amount of money spent
sh227_17,Total amount of money spent
sh227aa_01,Money spent - consultation fees
sh227aa_02,Money spent - consultation fees
sh227aa_03,Money spent - consultation fees
sh227aa_04,Money spent - consultation fees
sh227aa_05,Money spent - consultation fees
sh227aa_06,Money spent - consultation fees
sh227aa_07,Money spent - consultation fees
sh227aa_08,Money spent - consultation fees
